,id,year,category,laureate_type,full_name,gender,birth_date,birth_city,birth_city_now,birth_country,birth_country_now,birth_continent,death_date,prize_share,prize,motivation,affiliation_1_name,affiliation_1_city,affiliation_1_country,affiliation_2_name,affiliation_2_city,affiliation_2_country,org_city_now,org_country_now,org_continent,affiliation_3_name,affiliation_3_city,affiliation_3_country,affiliation_4_name,affiliation_4_city,affiliation_4_country
265,556,1993,Peace,Individual,Frederik Willem de Klerk,male,1936-03-18,Johannesburg,Johannesburg,South Africa,South Africa,Africa,2021-11-11,1/2,The Nobel Peace Prize 1993,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",,,,,,,,,,,,,,,
266,58,1952,Physics,Individual,Felix Bloch,male,1905-10-23,Zurich,Zurich,Switzerland,Switzerland,Europe,1983-09-10,1/2,The Nobel Prize in Physics 1952,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,Stanford University,"Stanford, CA",USA,,,,,,,,,,,,
267,379,1964,Physiology or Medicine,Individual,Feodor Lynen,male,1911-04-06,Munich,Munich,Germany,Germany,Europe,1979-08-06,1/2,The Nobel Prize in Physiology or Medicine 1964,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,Max-Planck-Institut für Zellchemie,Munich,Germany,,,,,,,,,,,,
268,14,1909,Physics,Individual,Karl Ferdinand Braun,male,1850-06-06,Fulda,Fulda,Hesse-Kassel,Germany,Europe,1918-04-20,1/2,The Nobel Prize in Physics 1909,in recognition of their contributions to the development of wireless telegraphy,Strasbourg University,Strasbourg,France,,,,,,,,,,,,
269,492,1927,Peace,Individual,Ferdinand Buisson,male,1841-12-20,Paris,Paris,France,France,Europe,1932-02-16,1/2,The Nobel Peace Prize 1927,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,,,,,,,,,,,,,,,
270,1027,2023,Physics,Individual,Ferenc Krausz,male,1962-05-17,Mór,Mór,Hungary,Hungary,Europe,NaN,1/3,The Nobel Prize in Physics 2023,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,Max Planck Institute of Quantum Optics,Garching,Germany,Ludwig-Maximilians-Universität München,Munich,Germany,,,,,,,,,
271,460,1998,Physiology or Medicine,Individual,Ferid Murad,male,1936-09-14,"Whiting, IN","Whiting, IN",USA,USA,North America,2023-09-04,1/3,The Nobel Prize in Physiology or Medicine 1998,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,University of Texas Medical School at Houston,"Houston, TX",USA,,,,,,,,,,,,
272,786,2004,Economic Sciences,Individual,Finn E. Kydland,male,1943-12-01,Gjesdal,Gjesdal,Norway,Norway,Europe,NaN,1/2,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2004,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,Carnegie Mellon University,"Pittsburgh, PA",USA,University of California,"Santa Barbara, CA",USA,,,,,,,,,
273,963,2018,Chemistry,Individual,Frances H. Arnold,female,1956-07-25,"Pittsburgh, PA","Pittsburgh, PA",USA,USA,North America,NaN,1/2,The Nobel Prize in Chemistry 2018,for the directed evolution of enzymes,California Institute of Technology (Caltech),"Pasadena, CA",USA,,,,,,,,,,,,
274,372,1962,Physiology or Medicine,Individual,Francis Harry Compton Crick,male,1916-06-08,Northampton,Northampton,United Kingdom,United Kingdom,Europe,2004-07-28,1/3,The Nobel Prize in Physiology or Medicine 1962,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,,,,,,,,,,,
275,180,1922,Chemistry,Individual,Francis William Aston,male,1877-09-01,Harborne,Harborne,United Kingdom,United Kingdom,Europe,1945-11-20,1,The Nobel Prize in Chemistry 1922,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",University of Cambridge,Cambridge,United Kingdom,,,,,,,,,,,,
276,699,1985,Economic Sciences,Individual,Franco Modigliani,male,1918-06-18,Rome,Rome,Italy,Italy,Europe,2003-09-25,1,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1985,for his pioneering analyses of saving and of financial markets,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,,,,,,,,,,
277,887,2013,Physics,Individual,François Englert,male,1932-11-06,Etterbeek,Etterbeek,Belgium,Belgium,Europe,NaN,1/2,The Nobel Prize in Physics 2013,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",Université Libre de Bruxelles,Brussels,Belgium,,,,,,,,,,,,
278,380,1965,Physiology or Medicine,Individual,François Jacob,male,1920-06-17,Nancy,Nancy,France,France,Europe,2013-04-19,1/3,The Nobel Prize in Physiology or Medicine 1965,for their discoveries concerning genetic control of enzyme and virus synthesis,Institut Pasteur,Paris,France,,,,,,,,,,,,
279,623,1952,Literature,Individual,François Mauriac,male,1885-10-11,Bordeaux,Bordeaux,France,France,Europe,1970-09-01,1,The Nobel Prize in Literature 1952,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life,,,,,,,,,,,,,,,
280,824,2008,Physiology or Medicine,Individual,Françoise Barré-Sinoussi,female,1947-07-30,Paris,Paris,France,France,Europe,NaN,1/4,The Nobel Prize in Physiology or Medicine 2008,for their discovery of human immunodeficiency virus,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,France,,,,,,,,,,,,
281,494,1929,Peace,Individual,Frank Billings Kellogg,male,1856-12-22,"Potsdam, NY","Potsdam, NY",USA,USA,North America,1937-12-21,1,The Nobel Peace Prize 1929,for his crucial role in bringing about the Briand-Kellogg Pact,,,,,,,,,,,,,,,
282,778,2004,Physics,Individual,Frank Wilczek,male,1951-05-15,"New York, NY","New York, NY",USA,USA,North America,NaN,1/3,The Nobel Prize in Physics 2004,for the discovery of asymptotic freedom in the theory of the strong interaction,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,,,,,,,,,,
283,613,1939,Literature,Individual,Frans Eemil Sillanpää,male,1888-09-16,Hämeenkyrö,Hämeenkyrö,Russian Empire,Finland,Europe,1964-06-03,1,The Nobel Prize in Literature 1939,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature,,,,,,,,,,,,,,,
284,193,1935,Chemistry,Individual,Frédéric Joliot,male,1900-03-19,Paris,Paris,France,France,Europe,1958-08-14,1/2,The Nobel Prize in Chemistry 1935,in recognition of their synthesis of new radioactive elements,Institut du Radium,Paris,France,,,,,,,,,,,,
285,573,1904,Literature,Individual,Frédéric Mistral,male,1830-09-08,Maillane,Maillane,France,France,Europe,1914-03-25,1/2,The Nobel Prize in Literature 1904,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist",,,,,,,,,,,,,,,
286,463,1901,Peace,Individual,Frédéric Passy,male,1822-05-20,Paris,Paris,France,France,Europe,1912-06-12,1/2,The Nobel Peace Prize 1901,"for his lifelong work for international peace conferences, diplomacy and arbitration",,,,,,,,,,,,,,,
287,358,1954,Physiology or Medicine,Individual,Frederick Chapman Robbins,male,1916-08-25,"Auburn, AL","Auburn, AL",USA,USA,North America,2003-08-04,1/3,The Nobel Prize in Physiology or Medicine 1954,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,Western Reserve University,"Cleveland, OH",USA,,,,,,,,,,,,
288,313,1923,Physiology or Medicine,Individual,Frederick Grant Banting,male,1891-11-14,Alliston,Alliston,Canada,Canada,North America,1941-02-21,1/2,The Nobel Prize in Physiology or Medicine 1923,for the discovery of insulin,University of Toronto,Toronto,Canada,,,,,,,,,,,,
289,148,1995,Physics,Individual,Frederick Reines,male,1918-03-16,"Paterson, NJ","Paterson, NJ",USA,USA,North America,1998-08-26,1/2,The Nobel Prize in Physics 1995,for the detection of the neutrino,University of California,"Irvine, CA",USA,,,,,,,,,,,,
290,222,1958,Chemistry,Individual,Frederick Sanger,male,1918-08-13,Rendcombe,Rendcombe,United Kingdom,United Kingdom,Europe,2013-11-19,1,The Nobel Prize in Chemistry 1958,"for his work on the structure of proteins, especially that of insulin",University of Cambridge,Cambridge,United Kingdom,,,,,,,,,,,,
291,222,1980,Chemistry,Individual,Frederick Sanger,male,1918-08-13,Rendcombe,Rendcombe,United Kingdom,United Kingdom,Europe,2013-11-19,1/4,The Nobel Prize in Chemistry 1980,for their contributions concerning the determination of base sequences in nucleic acids,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,,,,,,,,,,,
292,179,1921,Chemistry,Individual,Frederick Soddy,male,1877-09-02,Eastbourne,Eastbourne,United Kingdom,United Kingdom,Europe,1956-09-22,1,The Nobel Prize in Chemistry 1921,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes",University of Oxford,Oxford,United Kingdom,,,,,,,,,,,,
293,474,1908,Peace,Individual,Fredrik Bajer,male,1837-04-21,Næstved,Næstved,Denmark,Denmark,Europe,1922-01-22,1/2,The Nobel Peace Prize 1908,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",,,,,,,,,,,,,,,
294,487,1922,Peace,Individual,Fridtjof Nansen,male,1861-10-10,Kristiania,Oslo,Norway,Norway,Europe,1930-05-13,1,The Nobel Peace Prize 1922,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees",,,,,,,,,,,,,,,
295,190,1931,Chemistry,Individual,Friedrich Bergius,male,1884-10-11,"Goldschmieden, near Breslau","Goldschmieden, near Breslau",Germany,Poland,Europe,1949-03-30,1/2,The Nobel Prize in Chemistry 1931,in recognition of their contributions to the invention and development of chemical high pressure methods,University of Heidelberg,Heidelberg,Germany,I.G. Farbenindustrie A.G.,Mannheim-Rheinau,Germany,,,,,,,,,
296,685,1974,Economic Sciences,Individual,Friedrich August von Hayek,male,1899-05-08,Vienna,Vienna,Austria,Austria,Europe,1992-03-23,1/2,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1974,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",,,,,,,,,,,,,,,
297,508,1947,Peace,Organization,Friends Service Council,,,,,,,,,1/2,The Nobel Peace Prize 1947,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations",,,,,,,London,United Kingdom,Europe,,,,,,
298,60,1953,Physics,Individual,Frits Zernike,male,1888-07-16,Amsterdam,Amsterdam,the Netherlands,the Netherlands,Europe,1966-03-10,1,The Nobel Prize in Physics 1953,"for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope",Groningen University,Groningen,the Netherlands,,,,,,,,,,,,
299,177,1918,Chemistry,Individual,Fritz Haber,male,1868-12-09,Breslau,Wroclaw,Prussia,Poland,Europe,1934-01-29,1,The Nobel Prize in Chemistry 1918,for the synthesis of ammonia from its elements,Kaiser-Wilhelm-Institut (now Fritz-Haber-Institut) für physikalische Chemie und Electrochemie,Berlin-Dahlem,Germany,,,,,,,,,,,,
300,355,1953,Physiology or Medicine,Individual,Fritz Albert Lipmann,male,1899-06-12,Koenigsberg,Kaliningrad,Germany,Russia,Europe,1986-07-24,1/2,The Nobel Prize in Physiology or Medicine 1953,for his discovery of co-enzyme A and its importance for intermediary metabolism,Harvard Medical School,"Boston, MA",USA,Massachusetts General Hospital,"Boston, MA",USA,,,,,,,,,
301,181,1923,Chemistry,Individual,Fritz Pregl,male,1869-09-03,Laibach,Ljubljana,Austria-Hungary,Slovenia,Europe,1930-12-13,1,The Nobel Prize in Chemistry 1923,for his invention of the method of micro-analysis of organic substances,Graz University,Graz,Austria,,,,,,,,,,,,
302,659,1982,Literature,Individual,Gabriel García Márquez,male,1927-03-06,Aracataca,Aracataca,Colombia,Colombia,South America,2014-04-17,1,The Nobel Prize in Literature 1982,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts",,,,,,,,,,,,,,,
303,12,1908,Physics,Individual,Gabriel Lippmann,male,1845-08-16,Hollerich,Hollerich,Luxembourg,Luxembourg,Europe,1921-07-13,1,The Nobel Prize in Physics 1908,for his method of reproducing colours photographically based on the phenomenon of interference,Sorbonne University,Paris,France,,,,,,,,,,,,
304,615,1945,Literature,Individual,Gabriela Mistral,female,1889-04-07,Vicuña,Vicuña,Chile,Chile,South America,1957-01-10,1,The Nobel Prize in Literature 1945,"for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world",,,,,,,,,,,,,,,
305,734,2000,Literature,Individual,Gao Xingjian,male,1940-01-04,Ganzhou,Ganzhou,China,China,Asia,NaN,1,The Nobel Prize in Literature 2000,"for an œuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama",,,,,,,,,,,,,,,
306,708,1992,Economic Sciences,Individual,Gary S. Becker,male,1930-12-02,"Pottsville, PA","Pottsville, PA",USA,USA,North America,2014-05-03,1,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1992,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour",University of Chicago,"Chicago, IL",USA,,,,,,,,,,,,
307,1036,2024,Physiology or Medicine,Individual,Gary Ruvkun,male,1952-00-00,"Berkeley, CA","Berkeley, CA",USA,USA,North America,NaN,1/2,The Nobel Prize in Physiology or Medicine 2024,for the discovery of microRNA and its role in post-transcriptional gene regulation,Massachusetts General Hospital,"Boston, MA",USA,Harvard Medical School,"Boston, MA",USA,,,,,,,,,
308,1038,2024,Physics,Individual,Geoffrey Hinton,male,1947-12-06,London,London,United Kingdom,United Kingdom,Europe,NaN,1/2,The Nobel Prize in Physics 2024,for foundational discoveries and inventions that enable machine learning with artificial neural networks,University of Toronto,Toronto,Canada,,,,,,,,,,,,
309,245,1973,Chemistry,Individual,Geoffrey Wilkinson,male,1921-07-14,Todmorden,Todmorden,United Kingdom,United Kingdom,Europe,1996-09-26,1/2,The Nobel Prize in Chemistry 1973,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",Imperial College,London,United Kingdom,,,,,,,,,,,,
310,371,1961,Physiology or Medicine,Individual,Georg von Békésy,male,1899-06-03,Budapest,Budapest,Hungary,Hungary,Europe,1972-06-13,1,The Nobel Prize in Physiology or Medicine 1961,for his discoveries of the physical mechanism of stimulation within the cochlea,Harvard University,"Cambridge, MA",USA,,,,,,,,,,,,
311,253,1979,Chemistry,Individual,Georg Wittig,male,1897-06-16,Berlin,Berlin,Germany,Germany,Europe,1987-08-26,1/2,The Nobel Prize in Chemistry 1979,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",University of Heidelberg,Heidelberg,Germany,,,,,,,,,,,,
312,744,2001,Economic Sciences,Individual,George A. Akerlof,male,1940-06-17,"New Haven, CT","New Haven, CT",USA,USA,North America,NaN,1/3,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2001,for their analyses of markets with asymmetric information,University of California,"Berkeley, CA",USA,,,,,,,,,,,,
313,280,1994,Chemistry,Individual,George A. Olah,male,1927-05-22,Budapest,Budapest,Hungary,Hungary,Europe,2017-03-08,1,The Nobel Prize in Chemistry 1994,for his contribution to carbocation chemistry,University of Southern California,"Los Angeles, CA",USA,,,,,,,,,,,,
314,364,1958,Physiology or Medicine,Individual,George Wells Beadle,male,1903-10-22,"Wahoo, NE","Wahoo, NE",USA,USA,North America,1989-06-09,1/4,The Nobel Prize in Physiology or Medicine 1958,for their discovery that genes act by regulating definite chemical events,California Institute of Technology (Caltech),"Pasadena, CA",USA,,,,,,,,,,,,
315,596,1925,Literature,Individual,George Bernard Shaw,male,1856-07-26,Dublin,Dublin,Ireland,Ireland,Europe,1950-11-02,1,The Nobel Prize in Literature 1925,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",,,,,,,,,,,,,,,
316,514,1953,Peace,Individual,George Catlett Marshall,male,1880-12-31,"Uniontown, PA","Uniontown, PA",USA,USA,North America,1959-10-16,1,The Nobel Peace Prize 1953,for proposing and supervising the plan for the economic recovery of Europe,,,,,,,,,,,,,,,
317,421,1980,Physiology or Medicine,Individual,George D. Snell,male,1903-12-19,"Bradford, MA","Bradford, MA",USA,USA,North America,1996-06-06,1/3,The Nobel Prize in Physiology or Medicine 1980,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,Jackson Laboratory,"Bar Harbor, ME",USA,,,,,,,,,,,,
318,201,1943,Chemistry,Individual,George de Hevesy,male,1885-08-01,Budapest,Budapest,Austria-Hungary,Hungary,Europe,1966-07-05,1,The Nobel Prize in Chemistry 1943,for his work on the use of isotopes as tracers in the study of chemical processes,Stockholm University,Stockholm,Sweden,,,,,,,,,,,,
319,405,1974,Physiology or Medicine,Individual,George E. Palade,male,1912-11-19,Iasi,Iasi,Romania,Romania,Europe,2008-10-07,1/3,The Nobel Prize in Physiology or Medicine 1974,for their discoveries concerning the structural and functional organization of the cell,"Yale University, School of Medicine","New Haven, CT",USA,,,,,,,,,,,,
320,840,2009,Physics,Individual,George E. Smith,male,1930-05-10,"White Plains, NY","White Plains, NY",USA,USA,North America,NaN,1/4,The Nobel Prize in Physics 2009,for the invention of an imaging semiconductor circuit - the CCD sensor,Bell Laboratories,"Murray Hill, NJ",USA,,,,,,,,,,,,
321,805,2006,Physics,Individual,George F. Smoot,male,1945-02-20,"Yukon, FL","Yukon, FL",USA,USA,North America,NaN,1/2,The Nobel Prize in Physics 2006,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,University of California,"Berkeley, CA",USA,,,,,,,,,,,,
322,439,1988,Physiology or Medicine,Individual,George H. Hitchings,male,1905-04-18,"Hoquiam, WA","Hoquiam, WA",USA,USA,North America,1998-02-27,1/3,The Nobel Prize in Physiology or Medicine 1988,for their discoveries of important principles for drug treatment,Wellcome Research Laboratories,"Research Triangle Park, NC",USA,,,,,,,,,,,,
323,326,1934,Physiology or Medicine,Individual,George Hoyt Whipple,male,1878-08-28,"Ashland, NH","Ashland, NH",USA,USA,North America,1976-02-01,1/3,The Nobel Prize in Physiology or Medicine 1934,for their discoveries concerning liver therapy in cases of anaemia,University of Rochester,"Rochester, NY",USA,,,,,,,,,,,,
324,696,1982,Economic Sciences,Individual,George J. Stigler,male,1911-01-17,"Renton, WA","Renton, WA",USA,USA,North America,1991-12-01,1,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1982,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",University of Chicago,"Chicago, IL",USA,,,,,,,,,,,,
325,964,2018,Chemistry,Individual,George P. Smith,male,1941-03-10,"Norwalk, CT","Norwalk, CT",USA,USA,North America,NaN,1/4,The Nobel Prize in Chemistry 2018,for the phage display of peptides and antibodies,University of Missouri,Columbia,USA,,,,,,,,,,,,
326,45,1937,Physics,Individual,George Paget Thomson,male,1892-05-03,Cambridge,Cambridge,United Kingdom,United Kingdom,Europe,1975-09-10,1/2,The Nobel Prize in Physics 1937,for their experimental discovery of the diffraction of electrons by crystals,London University,London,United Kingdom,,,,,,,,,,,,
327,235,1967,Chemistry,Individual,George Porter,male,1920-12-06,Stainforth,Stainforth,United Kingdom,United Kingdom,Europe,2002-08-31,1/4,The Nobel Prize in Chemistry 1967,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",Royal Institution of Great Britain,London,United Kingdom,,,,,,,,,,,,
328,327,1934,Physiology or Medicine,Individual,George Richards Minot,male,1885-12-02,"Boston, MA","Boston, MA",USA,USA,North America,1950-02-25,1/3,The Nobel Prize in Physiology or Medicine 1934,for their discoveries concerning liver therapy in cases of anaemia,Harvard University,"Cambridge, MA",USA,,,,,,,,,,,,
329,387,1967,Physiology or Medicine,Individual,George Wald,male,1906-11-18,"New York, NY","New York, NY",USA,USA,North America,1997-04-12,1/3,The Nobel Prize in Physiology or Medicine 1967,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Harvard University,"Cambridge, MA",USA,,,,,,,,,,,,
330,142,1992,Physics,Individual,Georges Charpak,male,1924-08-01,Dabrovica,Dabrovica,Poland,Poland,Europe,2010-09-29,1,The Nobel Prize in Physics 1992,"for his invention and development of particle detectors, in particular the multiwire proportional chamber",École Supérieure de Physique et Chimie,Paris,France,CERN,Geneva,Switzerland,,,,,,,,,
331,430,1984,Physiology or Medicine,Individual,Georges J.F. Köhler,male,1946-04-17,Munich,Munich,Germany,Germany,Europe,1995-03-01,1/3,The Nobel Prize in Physiology or Medicine 1984,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,Basel Institute for Immunology,Basel,Switzerland,,,,,,,,,,,,
332,517,1958,Peace,Individual,Georges Pire,male,1910-02-10,Dinant,Dinant,Belgium,Belgium,Europe,1969-01-30,1,The Nobel Peace Prize 1958,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity,,,,,,,,,,,,,,,
333,398,1972,Physiology or Medicine,Individual,Gerald M. Edelman,male,1929-07-01,"New York, NY","New York, NY",USA,USA,North America,2014-05-17,1/2,The Nobel Prize in Physiology or Medicine 1972,for their discoveries concerning the chemical structure of antibodies,Rockefeller University,"New York, NY",USA,,,,,,,,,,,,
334,697,1983,Economic Sciences,Individual,Gerard Debreu,male,1921-07-04,Calais,Calais,France,France,Europe,2004-12-31,1,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1983,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,University of California,"Berkeley, CA",USA,,,,,,,,,,,,
335,961,2018,Physics,Individual,Gérard Mourou,male,1944-06-22,Albertville,Albertville,France,France,Europe,NaN,1/4,The Nobel Prize in Physics 2018,"for their method of generating high-intensity, ultra-short optical pulses",École Polytechnique,Palaiseau,France,University of Michigan,"Ann Arbor, MI",USA,,,,,,,,,
336,158,1999,Physics,Individual,Gerardus 't Hooft,male,1946-07-05,Den Helder,Den Helder,the Netherlands,the Netherlands,Europe,NaN,1/2,The Nobel Prize in Physics 1999,for elucidating the quantum structure of electroweak interactions in physics,Utrecht University,Utrecht,the Netherlands,,,,,,,,,,,,
337,128,1986,Physics,Individual,Gerd Binnig,male,1947-07-20,Frankfurt-on-the-Main,Frankfurt-on-the-Main,West Germany,Germany,Europe,NaN,1/4,The Nobel Prize in Physics 1986,for their design of the scanning tunneling microscope,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,,,,,,,,,,,,
338,334,1939,Physiology or Medicine,Individual,Gerhard Domagk,male,1895-10-30,Lagow,Lagow,Germany,Poland,Europe,1964-04-24,1,The Nobel Prize in Physiology or Medicine 1939,for the discovery of the antibacterial effects of prontosil,Munster University,Munster,Germany,,,,,,,,,,,,
339,816,2007,Chemistry,Individual,Gerhard Ertl,male,1936-10-10,Bad Cannstatt,Bad Cannstatt,Germany,Germany,Europe,NaN,1,The Nobel Prize in Chemistry 2007,for his studies of chemical processes on solid surfaces,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,,,,,,,,,,,,
340,240,1971,Chemistry,Individual,Gerhard Herzberg,male,1904-12-25,Hamburg,Hamburg,Germany,Germany,Europe,1999-03-03,1,The Nobel Prize in Chemistry 1971,"for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals",National Research Council of Canada,Ottawa,Canada,,,,,,,,,,,,
341,582,1912,Literature,Individual,Gerhart Johann Robert Hauptmann,male,1862-11-15,Bad Salzbrunn,Bad Salzbrunn,Prussia,Poland,Europe,1946-06-06,1,The Nobel Prize in Literature 1912,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art",,,,,,,,,,,,,,,
342,438,1988,Physiology or Medicine,Individual,Gertrude B. Elion,female,1918-01-23,"New York, NY","New York, NY",USA,USA,North America,1999-02-21,1/3,The Nobel Prize in Physiology or Medicine 1988,for their discoveries of important principles for drug treatment,Wellcome Research Laboratories,"Research Triangle Park, NC",USA,,,,,,,,,,,,
343,344,1947,Physiology or Medicine,Individual,"Gerty Theresa Cori, née Radnitz",female,1896-08-15,Prague,Prague,Austria-Hungary,Czech Republic,Europe,1957-10-26,1/4,The Nobel Prize in Physiology or Medicine 1947,for their discovery of the course of the catalytic conversion of glycogen,Washington University,"St. Louis, MO",USA,,,,,,,,,,,,
344,1001,2021,Physics,Individual,Giorgio Parisi,male,1948-08-04,Rome,Rome,Italy,Italy,Europe,NaN,1/2,The Nobel Prize in Physics 2021,for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales,Sapienza University of Rome,Rome,Italy,,,,,,,,,,,,
345,635,1963,Literature,Individual,Giorgos Seferis,male,1900-03-13,Smyrna,Izmir,Ottoman Empire,Turkey,Asia,1971-09-20,1,The Nobel Prize in Literature 1963,"for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture",,,,,,,,,,,,,,,
346,576,1906,Literature,Individual,Giosuè Carducci,male,1835-07-27,Val di Castello,Val di Castello,Tuscany,Italy,Europe,1907-02-16,1,The Nobel Prize in Literature 1906,"not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces",,,,,,,,,,,,,,,
347,229,1963,Chemistry,Individual,Giulio Natta,male,1903-02-26,Imperia,Imperia,Italy,Italy,Europe,1979-05-02,1/2,The Nobel Prize in Chemistry 1963,for their discoveries in the field of the chemistry and technology of high polymers,Institute of Technology,Milan,Italy,,,,,,,,,,,,
348,213,1951,Chemistry,Individual,Glenn Theodore Seaborg,male,1912-04-19,"Ishpeming, MI","Ishpeming, MI",USA,USA,North America,1999-02-25,1/2,The Nobel Prize in Chemistry 1951,for their discoveries in the chemistry of the transuranium elements,University of California,"Berkeley, CA",USA,,,,,,,,,,,,
349,418,1979,Physiology or Medicine,Individual,Godfrey N. Hounsfield,male,1919-08-28,Newark,Newark,United Kingdom,United Kingdom,Europe,2004-08-12,1/2,The Nobel Prize in Physiology or Medicine 1979,for the development of computer assisted tomography,"Central Research Laboratories, EMI",London,United Kingdom,,,,,,,,,,,,
350,810,2006,Peace,Organization,Grameen Bank,,,,,,,,,1/2,The Nobel Peace Prize 2006,for their efforts to create economic and social development from below,,,,,,,Dhaka,Bangladesh,Asia,,,,,,
351,597,1926,Literature,Individual,Grazia Deledda,female,1871-09-27,"Nuoro, Sardinia","Nuoro, Sardinia",Italy,Italy,Europe,1936-08-15,1,The Nobel Prize in Literature 1926,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,,,,,,,,,,,,,,,
352,972,2019,Physiology or Medicine,Individual,Gregg L. Semenza,male,1956-07-12,"New York, NY","New York, NY",USA,USA,North America,NaN,1/3,The Nobel Prize in Physiology or Medicine 2019,for their discoveries of how cells sense and adapt to oxygen availability,Johns Hopkins University,"Baltimore, MD",USA,,,,,,,,,,,,
353,13,1909,Physics,Individual,Guglielmo Marconi,male,1874-04-25,Bologna,Bologna,Italy,Italy,Europe,1937-07-20,1/2,The Nobel Prize in Physics 1909,in recognition of their contributions to the development of wireless telegraphy,Marconi Wireless Telegraph Co. Ltd.,London,United Kingdom,,,,,,,,,,,,
354,1009,2021,Economic Sciences,Individual,Guido W. Imbens,male,1963-09-03,Geldrop,Geldrop,the Netherlands,the Netherlands,Europe,NaN,1/4,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2021,for their methodological contributions to the analysis of causal relationships,Stanford University,"Stanford, CA",USA,,,,,,,,,,,,
